time	V(n002)
8.644041583733868e-03	4.751100e+00
8.683104083733868e-03	4.649396e+00
8.722166583733867e-03	4.542979e+00
8.761229083733866e-03	4.432051e+00
8.800291583733865e-03	4.316897e+00
8.839354083733864e-03	4.197831e+00
8.878416583733863e-03	4.075215e+00
8.917479083733863e-03	3.949406e+00
8.956541583733862e-03	3.820774e+00
8.995604083733861e-03	3.689655e+00
9.034666583733860e-03	3.556376e+00
9.073729083733859e-03	3.421217e+00
9.112791583733858e-03	3.284440e+00
9.151854083733858e-03	3.146258e+00
9.190916583733857e-03	3.006870e+00
9.229979083733856e-03	2.866429e+00
9.269041583733855e-03	2.725084e+00
9.308104083733854e-03	2.582941e+00
9.347166583733853e-03	2.440109e+00
9.386229083733853e-03	2.296662e+00
9.425291583733852e-03	2.152682e+00
9.464354083733851e-03	2.008222e+00
9.503416583733850e-03	1.863343e+00
9.542479083733849e-03	1.718086e+00
9.581541583733848e-03	1.572498e+00
9.620604083733848e-03	1.426611e+00
9.659666583733847e-03	1.280465e+00
9.698729083733846e-03	1.134084e+00
9.737791583733845e-03	9.875045e-01
9.776854083733844e-03	8.407472e-01
9.815916583733843e-03	6.938477e-01
9.854979083733843e-03	5.468274e-01
9.894041583733842e-03	3.997195e-01
9.933104083733841e-03	2.525429e-01
9.972166583733840e-03	1.053298e-01
1.001122908373384e-02	-4.189532e-02
1.005029158373384e-02	-1.890797e-01
1.008935408373384e-02	-3.361782e-01
1.012841658373384e-02	-4.832091e-01
1.016747908373384e-02	-6.302474e-01
1.020654158373384e-02	-7.772540e-01
1.032372908373383e-02	-1.217553e+00
1.044091658373383e-02	-1.656187e+00
1.055810408373383e-02	-2.092566e+00
1.066413086944811e-02	-2.486013e+00
1.077015765516239e-02	-2.875630e+00
1.087618444087668e-02	-3.261419e+00
1.098221122659096e-02	-3.643378e+00
1.108823801230525e-02	-4.021508e+00
1.119426479801953e-02	-4.395810e+00
1.130029158373381e-02	-4.766282e+00
1.151234515516238e-02	-5.496080e+00
1.172439872659095e-02	-6.194167e+00
1.193645229801951e-02	-6.860541e+00
1.214850586944808e-02	-7.495203e+00
1.236055944087665e-02	-8.098152e+00
1.257261301230521e-02	-8.669390e+00
1.278466658373378e-02	-9.208916e+00
1.309158622659092e-02	-9.917295e+00
1.339850586944805e-02	-1.052233e+01
1.370542551230519e-02	-1.102402e+01
1.401234515516233e-02	-1.142236e+01
1.431926479801946e-02	-1.171736e+01
1.462618444087660e-02	-1.190902e+01
1.493310408373373e-02	-1.199733e+01
1.509493444087659e-02	-1.199413e+01
1.525676479801944e-02	-1.196039e+01
1.541859515516230e-02	-1.189611e+01
1.558042551230515e-02	-1.180128e+01
1.574225586944800e-02	-1.167591e+01
1.590408622659086e-02	-1.152000e+01
1.606591658373371e-02	-1.133354e+01
1.627238979801942e-02	-1.104996e+01
1.647886301230513e-02	-1.072386e+01
1.668533622659084e-02	-1.035524e+01
1.689180944087655e-02	-9.944100e+00
1.709828265516226e-02	-9.490446e+00
1.730475586944797e-02	-8.994275e+00
1.751122908373368e-02	-8.455585e+00
1.774002372659082e-02	-7.812874e+00
1.796881836944796e-02	-7.138994e+00
1.819761301230509e-02	-6.433945e+00
1.842640765516223e-02	-5.697729e+00
1.865520229801937e-02	-4.930344e+00
1.888399694087651e-02	-4.131791e+00
1.911279158373365e-02	-3.302069e+00
1.922997908373364e-02	-2.873734e+00
1.934716658373364e-02	-2.442977e+00
1.946435408373364e-02	-2.009798e+00
1.958154158373364e-02	-1.574197e+00
1.969872908373363e-02	-1.136174e+00
1.981591658373363e-02	-6.957284e-01
1.993310408373363e-02	-2.528608e-01
1.997774694087649e-02	-8.451047e-02
2.002238979801934e-02	8.377179e-02
2.006703265516220e-02	2.519860e-01
2.011167551230505e-02	4.201320e-01
2.015631836944791e-02	5.882100e-01
2.020096122659076e-02	7.562198e-01
2.024560408373362e-02	9.241616e-01
2.028466658373362e-02	1.070886e+00
2.032372908373362e-02	1.217446e+00
2.036279158373362e-02	1.363819e+00
2.040185408373362e-02	1.509975e+00
2.044091658373362e-02	1.655707e+00
2.047997908373362e-02	1.800977e+00
2.051904158373362e-02	1.946108e+00
2.055810408373361e-02	2.090737e+00
2.059716658373361e-02	2.234974e+00
2.063622908373361e-02	2.378653e+00
2.067529158373361e-02	2.521790e+00
2.071435408373361e-02	2.664240e+00
2.075341658373361e-02	2.805966e+00
2.079247908373361e-02	2.946811e+00
2.083154158373361e-02	3.086692e+00
2.087060408373361e-02	3.225414e+00
2.090966658373361e-02	3.362840e+00
2.094872908373361e-02	3.498723e+00
2.098779158373361e-02	3.632861e+00
2.102685408373360e-02	3.764944e+00
2.106591658373360e-02	3.894701e+00
2.110497908373360e-02	4.021764e+00
2.114404158373360e-02	4.145810e+00
2.118310408373360e-02	4.266442e+00
2.122216658373360e-02	4.383329e+00
2.126122908373360e-02	4.496105e+00
2.130029158373360e-02	4.604498e+00
2.133935408373360e-02	4.708241e+00
2.137841658373360e-02	4.807188e+00
2.141747908373360e-02	4.901219e+00
2.145654158373360e-02	4.990339e+00
2.149560408373359e-02	5.074581e+00
2.153466658373359e-02	5.154081e+00
2.157372908373359e-02	5.228987e+00
2.161279158373359e-02	5.299520e+00
2.165185408373359e-02	5.365866e+00
2.169091658373359e-02	5.428138e+00
2.172997908373359e-02	5.485788e+00
2.176904158373359e-02	5.536306e+00
2.180810408373359e-02	5.574768e+00
2.184716658373359e-02	5.601702e+00
2.192529158373359e-02	5.635660e+00
2.200341658373358e-02	5.653734e+00
2.208154158373358e-02	5.669615e+00
2.215966658373358e-02	5.683303e+00
2.223779158373358e-02	5.694797e+00
2.231591658373358e-02	5.704097e+00
2.239404158373358e-02	5.711205e+00
2.247216658373357e-02	5.716119e+00
2.270654158373357e-02	5.730507e+00
2.294091658373356e-02	5.742982e+00
2.317529158373356e-02	5.753544e+00
2.340966658373355e-02	5.762194e+00
2.364404158373355e-02	5.768930e+00
2.387841658373354e-02	5.773753e+00
2.411279158373354e-02	5.776664e+00
2.450341658373353e-02	5.781343e+00
2.489404158373352e-02	5.783334e+00
2.528466658373351e-02	5.782639e+00
2.567529158373351e-02	5.779258e+00
2.606591658373350e-02	5.773189e+00
2.645654158373349e-02	5.764433e+00
2.684716658373348e-02	5.752990e+00
2.699783622659062e-02	5.748489e+00
2.714850586944776e-02	5.741748e+00
2.729917551230490e-02	5.732768e+00
2.744984515516204e-02	5.721549e+00
2.760051479801918e-02	5.708091e+00
2.775118444087632e-02	5.692393e+00
2.790185408373346e-02	5.674457e+00
2.793533622659060e-02	5.669569e+00
2.796881836944774e-02	5.663275e+00
2.800230051230488e-02	5.655574e+00
2.803578265516203e-02	5.646466e+00
2.806926479801917e-02	5.635951e+00
2.810274694087631e-02	5.624030e+00
2.813622908373345e-02	5.610702e+00
2.817529158373345e-02	5.587790e+00
2.821435408373345e-02	5.554770e+00
2.825341658373345e-02	5.508785e+00
2.829247908373345e-02	5.453416e+00
2.833154158373345e-02	5.392930e+00
2.837060408373345e-02	5.328310e+00
2.840966658373345e-02	5.259597e+00
2.844872908373345e-02	5.186582e+00
2.848779158373345e-02	5.109079e+00
2.852685408373344e-02	5.026879e+00
2.856591658373344e-02	4.939869e+00
2.860497908373344e-02	4.847939e+00
2.864404158373344e-02	4.751102e+00
2.868310408373344e-02	4.649394e+00
2.872216658373344e-02	4.542982e+00
2.876122908373344e-02	4.432048e+00
2.880029158373344e-02	4.316900e+00
2.883935408373344e-02	4.197828e+00
2.887841658373344e-02	4.075219e+00
2.891747908373344e-02	3.949403e+00
2.895654158373344e-02	3.820778e+00
2.899560408373343e-02	3.689652e+00
2.903466658373343e-02	3.556380e+00
2.907372908373343e-02	3.421214e+00
2.911279158373343e-02	3.284443e+00
2.915185408373343e-02	3.146254e+00
2.919091658373343e-02	3.006873e+00
2.922997908373343e-02	2.866426e+00
2.926904158373343e-02	2.725087e+00
2.930810408373343e-02	2.582938e+00
2.934716658373343e-02	2.440112e+00
2.938622908373343e-02	2.296659e+00
2.942529158373343e-02	2.152685e+00
2.946435408373342e-02	2.008219e+00
2.950341658373342e-02	1.863346e+00
2.954247908373342e-02	1.718083e+00
2.958154158373342e-02	1.572501e+00
2.962060408373342e-02	1.426608e+00
2.965966658373342e-02	1.280468e+00
2.969872908373342e-02	1.134082e+00
2.973779158373342e-02	9.875070e-01
2.977685408373342e-02	8.407448e-01
2.981591658373342e-02	6.938502e-01
2.985497908373342e-02	5.468249e-01
2.989404158373342e-02	3.997219e-01
2.993310408373341e-02	2.525405e-01
2.997216658373341e-02	1.053321e-01
3.001122908373341e-02	-4.189765e-02
3.005029158373341e-02	-1.890774e-01
3.008935408373341e-02	-3.361804e-01
3.012841658373341e-02	-4.832068e-01
3.016747908373341e-02	-6.302496e-01
3.020654158373341e-02	-7.772518e-01
3.024560408373341e-02	-9.241693e-01
3.028466658373341e-02	-1.070938e+00
3.032372908373341e-02	-1.217555e+00
3.036279158373341e-02	-1.363976e+00
3.040185408373340e-02	-1.510201e+00
3.044091658373340e-02	-1.656185e+00
3.047997908373340e-02	-1.801930e+00
3.051904158373340e-02	-1.947391e+00
3.055810408373340e-02	-2.092568e+00
3.059716658373340e-02	-2.237419e+00
3.063622908373340e-02	-2.381943e+00
3.067529158373340e-02	-2.526097e+00
3.071435408373340e-02	-2.669879e+00
3.075341658373340e-02	-2.813249e+00
3.079247908373340e-02	-2.956205e+00
3.083154158373340e-02	-3.098706e+00
3.087060408373339e-02	-3.240749e+00
3.090966658373339e-02	-3.382293e+00
3.094872908373339e-02	-3.523338e+00
3.098779158373339e-02	-3.663842e+00
3.102685408373339e-02	-3.803804e+00
3.106591658373339e-02	-3.943183e+00
3.110497908373339e-02	-4.081977e+00
3.114404158373339e-02	-4.220147e+00
3.118310408373339e-02	-4.357690e+00
3.122216658373339e-02	-4.494568e+00
3.126122908373339e-02	-4.630777e+00
3.130029158373339e-02	-4.766281e+00
3.133935408373339e-02	-4.901074e+00
3.137841658373339e-02	-5.035121e+00
3.141747908373339e-02	-5.168418e+00
3.145654158373339e-02	-5.300929e+00
3.149560408373338e-02	-5.432649e+00
3.153466658373338e-02	-5.563542e+00
3.157372908373338e-02	-5.693606e+00
3.161279158373338e-02	-5.822803e+00
3.165185408373338e-02	-5.951132e+00
3.169091658373338e-02	-6.078557e+00
3.172997908373338e-02	-6.205074e+00
3.176904158373338e-02	-6.330648e+00
3.180810408373338e-02	-6.455277e+00
3.184716658373338e-02	-6.578926e+00
3.188622908373338e-02	-6.701592e+00
3.192529158373338e-02	-6.823240e+00
3.196435408373337e-02	-6.943869e+00
3.200341658373337e-02	-7.063444e+00
3.204247908373337e-02	-7.181963e+00
3.208154158373337e-02	-7.299393e+00
3.212060408373337e-02	-7.415731e+00
3.215966658373337e-02	-7.530944e+00
3.219872908373337e-02	-7.645031e+00
3.223779158373337e-02	-7.757959e+00
3.227685408373337e-02	-7.869726e+00
3.231591658373337e-02	-7.980300e+00
3.235497908373337e-02	-8.089681e+00
3.239404158373337e-02	-8.197835e+00
3.243310408373336e-02	-8.304761e+00
3.247216658373336e-02	-8.410430e+00
3.251122908373336e-02	-8.514839e+00
3.255029158373336e-02	-8.617960e+00
3.258935408373336e-02	-8.719789e+00
3.262841658373336e-02	-8.820297e+00
3.266747908373336e-02	-8.919485e+00
3.270654158373336e-02	-9.017322e+00
3.274560408373336e-02	-9.113808e+00
3.278466658373336e-02	-9.208915e+00
3.282372908373336e-02	-9.302641e+00
3.286279158373336e-02	-9.394960e+00
3.290185408373335e-02	-9.485870e+00
3.294091658373335e-02	-9.575346e+00
3.297997908373335e-02	-9.663386e+00
3.301904158373335e-02	-9.749964e+00
3.305810408373335e-02	-9.835080e+00
3.309716658373335e-02	-9.918709e+00
3.313622908373335e-02	-1.000085e+01
3.317529158373335e-02	-1.008148e+01
3.321435408373335e-02	-1.016059e+01
3.325341658373335e-02	-1.023818e+01
3.329247908373335e-02	-1.031422e+01
3.333154158373335e-02	-1.038871e+01
3.337060408373334e-02	-1.046163e+01
3.340966658373334e-02	-1.053298e+01
3.344872908373334e-02	-1.060274e+01
3.348779158373334e-02	-1.067090e+01
3.352685408373334e-02	-1.073747e+01
3.356591658373334e-02	-1.080240e+01
3.360497908373334e-02	-1.086572e+01
3.364404158373334e-02	-1.092740e+01
3.368310408373334e-02	-1.098743e+01
3.372216658373334e-02	-1.104580e+01
3.376122908373334e-02	-1.110252e+01
3.380029158373334e-02	-1.115756e+01
3.383935408373333e-02	-1.121093e+01
3.387841658373333e-02	-1.126260e+01
3.391747908373333e-02	-1.131258e+01
3.395654158373333e-02	-1.136085e+01
3.399560408373333e-02	-1.140741e+01
3.403466658373333e-02	-1.145225e+01
3.407372908373333e-02	-1.149538e+01
3.411279158373333e-02	-1.153676e+01
3.415185408373333e-02	-1.157642e+01
3.419091658373333e-02	-1.161432e+01
3.422997908373333e-02	-1.165048e+01
3.426904158373333e-02	-1.168489e+01
3.430810408373332e-02	-1.171753e+01
3.434716658373332e-02	-1.174841e+01
3.438622908373332e-02	-1.177752e+01
3.442529158373332e-02	-1.180486e+01
3.446435408373332e-02	-1.183042e+01
3.450341658373332e-02	-1.185419e+01
3.454247908373332e-02	-1.187619e+01
3.458154158373332e-02	-1.189639e+01
3.462060408373332e-02	-1.191480e+01
3.465966658373332e-02	-1.193142e+01
3.469872908373332e-02	-1.194624e+01
3.473779158373332e-02	-1.195926e+01
3.477685408373331e-02	-1.197048e+01
3.481591658373331e-02	-1.197990e+01
3.485497908373331e-02	-1.198752e+01
3.489404158373331e-02	-1.199332e+01
3.493310408373331e-02	-1.199733e+01
3.497216658373331e-02	-1.199952e+01
3.501122908373331e-02	-1.199991e+01
3.505029158373331e-02	-1.199849e+01
3.508935408373331e-02	-1.199527e+01
3.512841658373331e-02	-1.199023e+01
3.516747908373331e-02	-1.198340e+01
3.520654158373331e-02	-1.197475e+01
3.524560408373330e-02	-1.196431e+01
3.528466658373330e-02	-1.195206e+01
3.532372908373330e-02	-1.193801e+01
3.536279158373330e-02	-1.192216e+01
3.540185408373330e-02	-1.190452e+01
3.544091658373330e-02	-1.188509e+01
3.547997908373330e-02	-1.186387e+01
3.551904158373330e-02	-1.184086e+01
3.555810408373330e-02	-1.181606e+01
3.559716658373330e-02	-1.178949e+01
3.563622908373330e-02	-1.176114e+01
3.567529158373330e-02	-1.173102e+01
3.571435408373329e-02	-1.169914e+01
3.575341658373329e-02	-1.166549e+01
3.579247908373329e-02	-1.163008e+01
3.583154158373329e-02	-1.159293e+01
3.587060408373329e-02	-1.155403e+01
3.590966658373329e-02	-1.151338e+01
3.594872908373329e-02	-1.147101e+01
3.598779158373329e-02	-1.142690e+01
3.602685408373329e-02	-1.138108e+01
3.606591658373329e-02	-1.133354e+01
3.610497908373329e-02	-1.128430e+01
3.614404158373329e-02	-1.123335e+01
3.618310408373328e-02	-1.118072e+01
3.622216658373328e-02	-1.112640e+01
3.626122908373328e-02	-1.107041e+01
3.630029158373328e-02	-1.101274e+01
3.633935408373328e-02	-1.095343e+01
3.637841658373328e-02	-1.089245e+01
3.641747908373328e-02	-1.082985e+01
3.645654158373328e-02	-1.076560e+01
3.649560408373328e-02	-1.069974e+01
3.653466658373328e-02	-1.063227e+01
3.657372908373328e-02	-1.056320e+01
3.661279158373328e-02	-1.049253e+01
3.665185408373327e-02	-1.042029e+01
3.669091658373327e-02	-1.034647e+01
3.672997908373327e-02	-1.027110e+01
3.676904158373327e-02	-1.019418e+01
3.680810408373327e-02	-1.011573e+01
3.684716658373327e-02	-1.003575e+01
3.688622908373327e-02	-9.954259e+00
3.692529158373327e-02	-9.871270e+00
3.696435408373327e-02	-9.786797e+00
3.700341658373327e-02	-9.700847e+00
3.704247908373327e-02	-9.613440e+00
3.728801479801898e-02	-9.020875e+00
3.753355051230468e-02	-8.384883e+00
3.777908622659040e-02	-7.705465e+00
3.802462194087610e-02	-6.982620e+00
3.827015765516181e-02	-6.216347e+00
3.851569336944752e-02	-5.406648e+00
3.876122908373323e-02	-4.553522e+00
3.882819336944751e-02	-4.318704e+00
3.889515765516180e-02	-4.082239e+00
3.896212194087608e-02	-3.844127e+00
3.902908622659037e-02	-3.604368e+00
3.909605051230465e-02	-3.362963e+00
3.916301479801894e-02	-3.119910e+00
3.922997908373322e-02	-2.875211e+00
3.933600586944750e-02	-2.484535e+00
3.944203265516179e-02	-2.092200e+00
3.954805944087607e-02	-1.698205e+00
3.965408622659036e-02	-1.302550e+00
3.976011301230464e-02	-9.052358e-01
3.986613979801892e-02	-5.062619e-01
3.997216658373320e-02	-1.056283e-01
4.000000000000000e-02	-7.109268e-04
